hotel_id,name,ranking_position,stars,review_score,review_count,price,currency,latitude,longitude
10276,Banks Mansion - All Inclusive Boutique Hotel,19,4,8.8,935,602.76,USD,52.3653832244084,4.89309288561344
1466774,Jaz in the City Amsterdam,0,4,8.7,11156,300.0,USD,52.3142104,4.93931620000001
1854117,Camp-Inn Hotel,1,2,6.3,436,1195.5,USD,52.3826261860431,4.85761788032187
7835846,Mercure Amsterdam North Station,2,4,9.0,4401,318.59,USD,52.402437,4.931234
10023,Huygens Place Amsterdam,3,4,8.7,3207,358.72,USD,52.362523087804,4.87563338130713
6662479,Triple G Hotels,4,3,6.7,420,1820.46,USD,52.382749,4.85784
6745031,INNSiDE by Meliá Amsterdam,5,4,8.9,6323,318.61,USD,52.3399845540409,4.87108765145111
10097,Leonardo Hotel Amsterdam City Center,6,4,8.0,1754,332.47,USD,52.3621398113363,4.87834140658379
10160,Novotel Amsterdam City,7,4,8.5,6004,233.39,USD,52.333801725009,4.88854050636292
8338600,The Crown Hotel,8,1,8.1,610,571.04,USD,52.374897,4.89999
456364,Fletcher Hotel Amsterdam,9,4,7.6,3910,214.46,USD,52.2944386032995,4.94534432888031
542088,"Room Mate Aitana, Amsterdam",10,4,8.6,5984,399.84,USD,52.3842761,4.89465280000002
10365,NH Amsterdam Schiller,11,4,8.0,2476,421.04,USD,52.3657488663193,4.8966957628727
1756325,Adam Suites Hotel,12,4,8.5,1775,336.97,USD,52.3805227130876,4.8869948329575
2912243,Moxy Amsterdam Houthavens,13,4,8.2,2201,279.36,USD,52.401708,4.874811
11453,The Times Hotel,14,3,8.0,1903,457.29,USD,52.3754755496354,4.88894149661064
11640,XO Hotels Blue Tower,15,4,8.2,8057,194.38,USD,52.3793250181387,4.84565332531929
4000357,citizenM Amstel Amsterdam,16,4,8.9,3077,444.14,USD,52.360949,4.905943
10749,Hotel Atlas Vondelpark,17,3,7.5,1920,262.04,USD,52.3577085499967,4.87398952245712
1180526,Hotel Fine Harmony,18,3,7.9,1702,348.14,USD,52.3742253375528,4.90481983743439
1358382,W Amsterdam,19,5,7.6,891,748.06,USD,52.3727871,4.89000590000001
10248,De Bedstee Boutique Capsules,0,0,8.2,2278,235.08,USD,52.3557911065058,4.87775735557079
10542,Kimpton De Witt Amsterdam by IHG,1,5,8.8,2265,520.28,USD,52.3771969,4.8955395
11370,Hotel Washington,2,2,7.2,2817,380.69,USD,52.3548896909311,4.88353483378887
10824,Dikker & Thijs Hotel,3,4,8.7,1859,493.37,USD,52.3650847306161,4.88395091146231
11463,Mozart Hotel,4,2,7.7,5080,913.66,USD,52.3635697104527,4.88622978329659
10215,Hotel Arena,5,4,8.3,2929,475.3,USD,52.3609924189596,4.91579040884972
11761441,The Diamond Amsterdam,6,5,8.4,563,610.4,USD,52.3637926,4.8833159
329943,The Bank Hotel,7,3,8.7,1925,419.52,USD,52.38093936996,4.89037379622459
1318648,Courtyard by Marriott Amsterdam Arena Atlas,8,4,8.5,3327,181.21,USD,52.310162,4.94645200000002
2374707,Hotel Levell,9,3,8.3,17522,201.28,USD,52.3043624730413,4.95098888346706
5542656,YOTEL Amsterdam,10,4,8.3,7578,241.21,USD,52.391486,4.903551
3226748,Bunk Hotel Amsterdam,11,3,8.4,7421,206.6,USD,52.38808,4.91425
2700927,Conscious Hotel Westerpark,12,4,8.5,2757,345.98,USD,52.3866061,4.87529649999999
10550,Hotel Okura Amsterdam – The Leading Hotels of the World,13,5,8.9,1051,398.01,USD,52.3484551548406,4.89281058311462
4173673,Hotel New Kit,14,3,8.3,6140,514.33,USD,52.378758,4.837766
47211,Boutique Hotel View,15,3,8.6,1315,267.75,USD,52.3648906471507,4.87977102398872
10909,Quentin England Hotel,16,2,7.0,1653,338.17,USD,52.3614788973101,4.87710893154144
1670531,Generator Amsterdam,17,3,7.9,7926,406.07,USD,52.360993770212,4.91903621904908
2197845,De Jonker Urban Suites,18,4,7.7,1376,414.05,USD,52.3660603421124,4.91230891408611
551687,Hotel Mansion,19,3,8.2,1774,558.47,USD,52.3741996,4.90487689999998
4719575,Leonardo Hotel Amsterdam Leidse Square,0,3,8.2,1842,340.41,USD,52.364136,4.878342
10918,ibis Amsterdam City West,1,3,8.0,3332,212.49,USD,52.3922488195172,4.8501044511795
1292107,Morgan & Mees Amsterdam,2,4,9.1,525,501.52,USD,52.3743254,4.87461831349185
11499,XO Hotel Inner,3,3,7.9,5284,241.26,USD,52.3569550152757,4.87741805613041
23883,Hotel Allure,4,3,7.6,2375,720.87,USD,52.3618286015023,4.91056948900223
6105413,Met Hotel Amsterdam,5,4,8.9,1697,1123.8,USD,52.362654,4.835317
12209886,Limehome Amsterdam Gatwickstraat,6,0,7.7,866,370.35,USD,52.3905283,4.841889
2891243,Quentin Zoo hotel,7,4,8.0,1943,410.12,USD,52.36676,4.911423
281089,The Manor Amsterdam,8,4,8.4,2206,359.98,USD,52.3590874033621,4.92611087858677
16356,Amsterdam Marriott Hotel,9,5,7.9,1551,558.47,USD,52.3626582165351,4.87966239452362
281369,Boutique Hotel Notting Hill,10,4,8.7,3011,358.61,USD,52.3584051486544,4.89892099052668
11531,Nadia Hotel,11,2,7.4,5340,262.68,USD,52.3738200603831,4.88560751080513
1315638,OZO Hotels Arena Amsterdam,12,4,7.4,8262,199.86,USD,52.304806261585,4.94765461349175
6258790,Krisotel,13,3,8.6,2508,358.72,USD,52.365747,4.879751
10064,Nova Hotel,14,3,8.3,2129,455.56,USD,52.3712343600445,4.89013105630875
1056044,Holiday Inn Amsterdam - Arena Towers by IHG,15,4,8.1,4268,215.72,USD,52.3096565954741,4.94188032142642
1634357,Element Amsterdam,16,4,9.0,1993,284.38,USD,52.3318032874812,4.87750001904908
1580580,Pension Homeland,17,0,8.6,3694,267.24,USD,52.3730475260495,4.91685894973762
10274,"Park Centraal Amsterdam, part of Sircle Collection",18,4,8.4,2681,417.49,USD,52.361593145237,4.88302554935217
11259,Nova Apartments Amsterdam,19,4,8.7,599,497.44,USD,52.3545784300335,4.87975794821978
10524,Park Plaza Vondelpark Amsterdam,0,4,8.6,4079,430.18,USD,52.3542499654985,4.86642569303513
10121,Mercure Hotel Amsterdam West,1,4,7.5,2447,217.96,USD,52.3375048702365,4.81692954897881
380885,Hotel Espresso,2,3,7.6,1630,316.35,USD,52.3628600898999,4.87637232989073
14226,XO Hotels Blue Square,3,3,7.9,8270,182.87,USD,52.3785865880488,4.82055857777596
397148,Leonardo Hotel Amsterdam Rembrandtpark,4,4,8.3,7850,257.6,USD,52.3679418353713,4.84405875205994
11046,The Old Nickel Hotel,5,1,7.3,3258,571.04,USD,52.3763294696329,4.89954560995102
10946,"Max Brown Hotel Canal District, part of Sircle Collection",6,3,8.0,1023,525.35,USD,52.3788935865371,4.89205554127693
1264718,"Corendon Amsterdam New-West, a Tribute Portfolio Hotel",7,4,8.3,5593,222.32,USD,52.3466449,4.83109839999997
10919,Quentin Amsterdam Hotel,8,3,6.3,1967,348.45,USD,52.3642477907647,4.87990915775299
10363,NH Amsterdam Caransa,9,4,8.0,1660,350.02,USD,52.3664514799061,4.89692106842995
1887463,Hotel2Stay,10,3,8.7,3772,239.49,USD,52.387052242092,4.8394093674591
4925782,The July - Boat & Co,11,4,9.3,2338,284.15,USD,52.394036005692,4.88258942460629
1587453,Urban Lodge Hotel,12,4,8.4,2923,235.27,USD,52.3856494,4.83444299999996
254187,Conscious Hotel Vondelpark,13,3,8.5,2329,500.91,USD,52.3578617125481,4.85650956630707
335731,easyHotel Amsterdam City Centre South,14,2,7.6,2751,235.5,USD,52.3522127755719,4.89166025072336
14046,The IF Boutique hotel,15,3,8.6,1275,683.41,USD,52.359005091078,4.90271598100662
10880,Hotel Old Quarter,16,2,7.6,3098,271.24,USD,52.3759119269223,4.89886298775673
171124,Hotel Casa Amsterdam,17,3,8.9,9845,245.55,USD,52.3498912311701,4.91888970136643
10697,Delta Hotel City Center,18,3,7.2,4601,347.19,USD,52.3756892358625,4.89610970020294
4544808,Studio Koggeschip,19,0,9.4,79,929.3,USD,52.3773253,4.89305579999996
9367966,Hotel Jansen Amsterdam Bajeskwartier,0,0,8.4,4172,211.28,USD,52.339954,4.924154
438389,XO Hotels Park West,1,4,8.5,10627,201.28,USD,52.3856249128608,4.84716810286045
430050,Amsterdam ID Aparthotel,2,3,8.9,2709,374.6,USD,52.3874575746578,4.83446717262268
11445,Weber Hotel,3,2,8.0,2030,347.76,USD,52.3648857336342,4.88023370504379
10482,Hotel Pagi,4,2,7.5,1609,399.72,USD,52.3692724674063,4.89186644554138
910327,Golden Mansion Aparthotel,5,0,8.2,1709,329.93,USD,52.3590162611425,4.89794578650822
45772,Hotel Fita,6,3,8.7,1943,345.2,USD,52.3592102572324,4.87968116998672
10527,Pulitzer Amsterdam,7,5,8.9,1019,893.35,USD,52.37282362571,4.88328203558922
11642,Qbic Amsterdam WTC,8,3,7.9,4926,223.11,USD,52.3402687108229,4.87348794937134
318960,Hotel Corner House,9,1,7.6,2014,266.48,USD,52.3742711914492,4.89150166511536
1419228,Amsterdam-Houseboat-Amstel,10,0,8.9,226,517.57,USD,52.3581028827505,4.89719734750327
10112,OZO Hotels Cordial Amsterdam,11,3,6.9,3230,700.47,USD,52.3707029544915,4.89241696894169
1867433,The Alfred Hotel,12,3,7.7,6151,283.14,USD,52.3535724695694,4.87214963988117
10085,Bilderberg Garden Hotel,13,5,7.9,2678,312.42,USD,52.3513157924539,4.87409010529518
1015063,hotel calisto,14,0,8.6,804,325.49,USD,52.3823596305708,4.8874618914017
438120,"Andaz Amsterdam, Prinsengracht, By Hyatt",15,5,8.8,751,795.76,USD,52.3678574924207,4.88283142447472
10670,Hotel Victorie,16,3,7.4,188,197.25,USD,52.3468297845623,4.90290641784668
1067088,Volkshotel,17,0,8.7,5278,201.0,USD,52.3537109,4.91191600000002
11574,Belfort Hotel,18,3,6.0,4476,1027.86,USD,52.3576802926766,4.85044240951538
4958616,nhow Amsterdam Rai,19,4,9.0,10472,292.41,USD,52.338489,4.891107
10447,Avenue Hotel,0,3,7.5,4805,361.66,USD,52.3766373025148,4.89465594291687
10082,Jan Luyken Amsterdam,1,4,8.9,1505,465.96,USD,52.3597614573926,4.88107189536095
10940,Heart of Amsterdam Hostel,2,0,7.9,3284,391.79,USD,52.3723323595859,4.89758223295212
10094,Conscious Hotel Museum Square,3,4,8.7,1190,483.44,USD,52.3554163721413,4.87812280654907
5031654,Cityview Hotel,4,3,7.6,1154,388.19,USD,52.379748,4.892712
4607568,Four Elements Hotel,5,4,8.2,4303,231.28,USD,52.3544748942031,5.00559633862306
10024,NH Amsterdam Noord,6,4,8.6,1001,222.92,USD,52.3921931674547,4.91089671850204
8119184,Ciao Papa Hotel Amsterdam Central Station,7,3,7.8,1523,512.79,USD,52.378642,4.895241
392495,Holiday Inn Express Amsterdam - South by IHG,8,3,8.0,3191,257.6,USD,52.3258551826725,4.8670694231987
6754416,Hotel Omega,9,3,8.8,1327,464.44,USD,52.355843,4.875724
6458577,Outside Inn,10,0,9.0,1501,235.61,USD,52.326535,4.931027
10108,INK Hotel Amsterdam - MGallery Collection,11,4,8.8,1370,507.59,USD,52.3755639716479,4.89289775490761
11134,"The College Hotel Amsterdam, Autograph Collection",12,5,8.5,446,516.72,USD,52.3527640630135,4.88361194729805
1324648,ClinkNOORD Hostel,13,3,8.0,15598,268.58,USD,52.3841992220711,4.90390362334097
468694,Hotel Residence Le Coin,14,3,8.3,2239,428.92,USD,52.3678173680479,4.89441722631454
591806,"art'otel amsterdam, Powered by Radisson Hotels",15,4,8.7,3514,593.88,USD,52.3776721292375,4.89721544086933
10485,Hotel Abba,16,1,7.5,3173,621.79,USD,52.3627085825928,4.87461045384407
10364,Tivoli Doelen Amsterdam Hotel,17,5,8.8,1501,616.08,USD,52.3682186101361,4.89572614431381
17626,NH Amsterdam Zuid,18,4,8.2,2343,205.77,USD,52.3266731785754,4.87995475530624
6358919,The Social Hub Amsterdam West 4 star,19,4,8.5,4057,266.42,USD,52.37226,4.8364
11493,Hotel Park Plantage,0,3,7.7,2065,263.65,USD,52.3664334643127,4.91136878728867
171011,Hotel & Wellness Zuiver,1,3,7.9,3983,324.18,USD,52.3310022397142,4.85347867012024
11497597,Limehome Amsterdam Leidsekruisstraat,2,0,7.8,318,418.65,USD,52.3636477,4.8853753
26263,citizenM Amsterdam South,3,4,8.6,5918,318.51,USD,52.3418435228634,4.87593680620193
10305,Bastion Hotel Amsterdam Amstel,4,3,7.2,3559,182.21,USD,52.3337378043121,4.92792874574661
11054,MAX Hotel Amsterdam,5,2,6.5,1754,212.43,USD,52.357917817414,4.9021178483963
8879628,City Rooms Amsterdam Hemonystraat - Digital access,6,0,7.4,249,303.64,USD,52.35813,4.902205
11153,"Max Brown Hotel Museum Square, part of Sircle Collection",7,3,7.9,1285,390.84,USD,52.3599989709438,4.88204687833786
11141419,Hotel Fogo Amsterdam,8,3,7.8,5883,265.21,USD,52.355375399345,4.772438482658
10663,"Radisson Blu Hotel, Amsterdam City Center",9,4,8.4,7118,460.14,USD,52.3701379708517,4.89670112729073
11592,Weber Hotel 397,10,2,8.3,1059,414.91,USD,52.3649577984884,4.88048851490021
10958,The Delphi - Amsterdam Townhouse,11,4,8.7,2377,364.47,USD,52.3505248757999,4.87697213888168
4226671,"Skotel Amsterdam, Hotelschool The Hague",12,0,8.9,1698,241.1,USD,52.3692891,4.8438768
10628,XO Hotels Infinity,13,3,7.8,7044,178.27,USD,52.381116191928,4.8208911716938
2089903,The July - Twenty Eight,14,4,9.1,1072,254.91,USD,52.3432309277564,4.85753103547779
10666,Westlake Hotels Amsterdam,15,3,6.0,49,177.52,USD,52.3623732172734,4.79466319084167
10444,Leonardo Boutique Hotel The Lancaster Hotel Amsterdam,16,4,7.6,3104,403.14,USD,52.3658921741934,4.91293653845787
349348,Conservatorium Hotel - Operated by Mandarin Oriental,17,5,9.1,251,1081.16,USD,52.3585869750682,4.87848825752735
4870326,Via Suites,18,4,8.4,2572,260.11,USD,52.326138,4.953825
10534,InterContinental Amstel Amsterdam by IHG,19,5,8.6,317,873.05,USD,52.3600415594456,4.90546524524689
10518,Sofitel Legend The Grand Amsterdam,0,5,9.0,852,842.59,USD,52.3711983327514,4.8954002559185
2337739,Q-Factory Hotel,1,3,7.2,2840,213.69,USD,52.3575427561554,4.93057484418023
12635420,Rosewood Amsterdam,2,5,8.7,59,1332.42,USD,52.36573564045,4.88310919170289
6391989,Leidse Square 5 star Luxury Apartment,3,0,9.7,94,981.15,USD,52.365333,4.8819123
10007,OZO Hotels Armada Amsterdam,4,3,6.5,1994,875.59,USD,52.3640545225574,4.89844556897879
567247,Weber Hotel 117,5,2,7.9,942,346.57,USD,52.3651023703734,4.8803501018524
10282,De L’Europe Amsterdam – The Leading Hotels of the World,6,5,9.2,394,913.66,USD,52.3676388550903,4.89420533180237
2686120,Motel One Amsterdam-Waterlooplein,7,3,8.7,7986,407.34,USD,52.3699794423125,4.90738492868036
1014256,Waldorf Astoria Amsterdam,8,5,9.5,216,1532.06,USD,52.364638,4.89644229999999
10307,Bastion Hotel Amsterdam Zuidwest,9,3,6.9,1576,227.15,USD,52.3575345009985,4.84374225139618
9650120,The Hoxton Lloyd Amsterdam City Centre East,10,4,8.6,1887,355.31,USD,52.374241,4.93466
10780,Quentin Golden Bear Hotel,11,2,6.9,860,408.06,USD,52.3656137470407,4.88519445061684
8025958,Pillows Grand Boutique Hotel Maurits at the Park - Small Luxury Hotels,12,5,9.4,646,747.42,USD,52.362194,4.919684
2785940,Hotel TwentySeven - Small Luxury Hotels of the World,14,5,9.6,259,1713.11,USD,52.3724914,4.89332549999995
10870,Prinsengracht Hotel,15,3,7.9,3497,363.34,USD,52.36198338772,4.89448126405478
10841,Campanile Hotel & Restaurant Amsterdam Zuid-Oost,16,3,7.7,3730,184.02,USD,52.3117288441657,4.98621582984924
779006,Hotel Doria,17,3,6.9,3922,348.97,USD,52.372422425451,4.89441740508482
1139273,Crane Hotel Faralda,18,5,9.7,15,1407.03,USD,52.3992798782431,4.89473192953028
